,modality,abcd_structure,abcd_description,atlas_description,atlas,atlas_value,atlas_fname
141    R superior corticostriate
Name: LongFiberName, dtype: object",Fiber Atlas,141,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_141_mni.nii.gz
dmri_dtimd_fiberat_scslh,dti,abcd_dti_p101,Mean diffusivity within DTI atlas tract left superior corticostriate,"FiberNumber
142    L superior corticostriate
Name: LongFiberName, dtype: object",Fiber Atlas,142,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_142_mni.nii.gz
dmri_dtimd_fiberat_fscsrh,dti,abcd_dti_p101,Mean diffusivity within DTI atlas tract right superior corticostriate-frontal cortex only,"FiberNumber
143    R superior corticostriate (frontal)
Name: LongFiberName, dtype: object",Fiber Atlas,143,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_143_mni.nii.gz
dmri_dtimd_fiberat_fscslh,dti,abcd_dti_p101,Mean diffusivity within DTI atlas tract left superior corticostriate-frontal cortex only,"FiberNumber
144    L superior corticostriate (frontal)
Name: LongFiberName, dtype: object",Fiber Atlas,144,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_144_mni.nii.gz
dmri_dtimd_fiberat_pscsrh,dti,abcd_dti_p101,Mean diffusivity within DTI atlas tract right superior corticostriate-parietal cortex only,"FiberNumber
145    R superior corticostriate (parietal)
Name: LongFiberName, dtype: object",Fiber Atlas,145,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_145_mni.nii.gz
dmri_dtimd_fiberat_pscslh,dti,abcd_dti_p101,Mean diffusivity within DTI atlas tract left superior corticostriate-parietal cortex only,"FiberNumber
146    L superior corticostriate (parietal)
Name: LongFiberName, dtype: object",Fiber Atlas,146,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_146_mni.nii.gz
dmri_dtimd_fiberat_sifcrh,dti,abcd_dti_p101,Mean diffusivity within DTI atlas tract right striatal inferior frontal cortex,"FiberNumber
147    R striatal inferior frontal cotex
Name: LongFiberName, dtype: object",Fiber Atlas,147,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_147_mni.nii.gz
dmri_dtimd_fiberat_sifclh,dti,abcd_dti_p101,Mean diffusivity within DTI atlas tract left striatal inferior frontal cortex,"FiberNumber
148    L striatal inferior frontal cotex
Name: LongFiberName, dtype: object",Fiber Atlas,148,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_148_mni.nii.gz
dmri_dtimd_fiberat_ifsfcrh,dti,abcd_dti_p101,Mean diffusivity within DTI atlas tract right inferior frontal superior frontal cortex,"FiberNumber
149    R inferior frontal superior frontal cortex
Name: LongFiberName, dtype: object",Fiber Atlas,149,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_149_mni.nii.gz
dmri_dtimd_fiberat_ifsfclh,dti,abcd_dti_p101,Mean diffusivity within DTI atlas tract left inferior frontal superior frontal cortex,"FiberNumber
150    L inferior frontal superior frontal cortex
Name: LongFiberName, dtype: object",Fiber Atlas,150,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_150_mni.nii.gz
dmri_dtild_fiberat_fxrh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract right fornix,"FiberNumber
101    R fornix
Name: LongFiberName, dtype: object",Fiber Atlas,101,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_101_mni.nii.gz
dmri_dtild_fiberat_fxlh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract left fornix,"FiberNumber
102    L fornix
Name: LongFiberName, dtype: object",Fiber Atlas,102,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_102_mni.nii.gz
dmri_dtild_fiberat_cgcrh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract right cingulate cingulum,"FiberNumber
103    R cingulum (cingulate)
Name: LongFiberName, dtype: object",Fiber Atlas,103,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_103_mni.nii.gz
dmri_dtild_fiberat_cgclh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract left cingulate cingulum,"FiberNumber
104    L cingulum (cingulate)
Name: LongFiberName, dtype: object",Fiber Atlas,104,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_104_mni.nii.gz
dmri_dtild_fiberat_cghrh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract right parahippocampal cingulum,"FiberNumber
105    R cingulum (parahippocampal)
Name: LongFiberName, dtype: object",Fiber Atlas,105,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_105_mni.nii.gz
dmri_dtild_fiberat_cghlh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract left parahippocampal cingulum,"FiberNumber
106    L cingulum (parahippocampal)
Name: LongFiberName, dtype: object",Fiber Atlas,106,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_106_mni.nii.gz
dmri_dtild_fiberat_cstrh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract right corticospinal/pyramidal,"FiberNumber
107    R corticospinal tract or pyramidal tract
Name: LongFiberName, dtype: object",Fiber Atlas,107,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_107_mni.nii.gz
dmri_dtild_fiberat_cstlh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract left corticospinal/pyramidal,"FiberNumber
108    L corticospinal tract or pyramidal tract
Name: LongFiberName, dtype: object",Fiber Atlas,108,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_108_mni.nii.gz
dmri_dtild_fiberat_atrrh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract right anterior thalamic radiations,"FiberNumber
109    R anterior thalamic radiations
Name: LongFiberName, dtype: object",Fiber Atlas,109,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_109_mni.nii.gz
dmri_dtild_fiberat_atrlh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract left anterior thalamic radiations,"FiberNumber
110    L anterior thalamic radiations
Name: LongFiberName, dtype: object",Fiber Atlas,110,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_110_mni.nii.gz
dmri_dtild_fiberat_uncrh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract right uncinate,"FiberNumber
115    R uncinate fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,115,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_115_mni.nii.gz
dmri_dtild_fiberat_unclh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract left uncinate,"FiberNumber
116    L uncinate fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,116,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_116_mni.nii.gz
dmri_dtild_fiberat_ilfrh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract right inferior longitudinal fasiculus,"FiberNumber
117    R inferior longitudinal fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,117,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_117_mni.nii.gz
dmri_dtild_fiberat_ilflh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract left inferior longitudinal fasiculus,"FiberNumber
118    L inferior longitudinal fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,118,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_118_mni.nii.gz
dmri_dtild_fiberat_iforh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract right inferior-fronto-occipital fasiculus,"FiberNumber
119    R inferior fronto-occipital fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,119,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_119_mni.nii.gz
dmri_dtild_fiberat_ifolh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract left inferior-fronto-occipital fasiculus,"FiberNumber
120    L inferior fronto-occipital fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,120,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_120_mni.nii.gz
dmri_dtild_fiberat_fmaj,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract foreceps major,,Fiber Atlas,,
dmri_dtild_fiberat_fmin,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract foreceps minor,,Fiber Atlas,,
dmri_dtild_fiberat_cc,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract corpus callosum,,Fiber Atlas,,
dmri_dtild_fiberat_slfrh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract right superior longitudinal fasiculus,"FiberNumber
133    R superior longitudinal fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,133,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_133_mni.nii.gz
dmri_dtild_fiberat_slflh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract left superior longitudinal fasiculus,"FiberNumber
134    L superior longitudinal fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,134,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_134_mni.nii.gz
dmri_dtild_fiberat_tslfrh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract right  temporal superior longitudinal fasiculus,"FiberNumber
135    R temporal superior longitudinal fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,135,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_135_mni.nii.gz
dmri_dtild_fiberat_tslflh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract left  temporal superior longitudinal fasiculus,"FiberNumber
136    L temporal superior longitudinal fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,136,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_136_mni.nii.gz
dmri_dtild_fiberat_pslfrh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract right parietal superior longitudinal fasiculus,"FiberNumber
137    R parietal superior longitudinal fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,137,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_137_mni.nii.gz
dmri_dtild_fiberat_pslflh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract left parietal superior longitudinal fasiculus,"FiberNumber
138    L parietal superior longitudinal fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,138,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_138_mni.nii.gz
dmri_dtild_fiberat_scsrh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract right superior corticostriate,"FiberNumber
141    R superior corticostriate
Name: LongFiberName, dtype: object",Fiber Atlas,141,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_141_mni.nii.gz
dmri_dtild_fiberat_scslh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract left superior corticostriate,"FiberNumber
142    L superior corticostriate
Name: LongFiberName, dtype: object",Fiber Atlas,142,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_142_mni.nii.gz
dmri_dtild_fiberat_fscsrh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract right superior corticostriate-frontal cortex only,"FiberNumber
143    R superior corticostriate (frontal)
Name: LongFiberName, dtype: object",Fiber Atlas,143,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_143_mni.nii.gz
dmri_dtild_fiberat_fscslh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract left superior corticostriate-frontal cortex only,"FiberNumber
144    L superior corticostriate (frontal)
Name: LongFiberName, dtype: object",Fiber Atlas,144,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_144_mni.nii.gz
dmri_dtild_fiberat_pscsrh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract right superior corticostriate-parietal cortex only,"FiberNumber
145    R superior corticostriate (parietal)
Name: LongFiberName, dtype: object",Fiber Atlas,145,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_145_mni.nii.gz
dmri_dtild_fiberat_pscslh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract left superior corticostriate-parietal cortex only,"FiberNumber
146    L superior corticostriate (parietal)
Name: LongFiberName, dtype: object",Fiber Atlas,146,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_146_mni.nii.gz
dmri_dtild_fiberat_sifcrh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract right striatal inferior frontal cortex,"FiberNumber
147    R striatal inferior frontal cotex
Name: LongFiberName, dtype: object",Fiber Atlas,147,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_147_mni.nii.gz
dmri_dtild_fiberat_sifclh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract left striatal inferior frontal cortex,"FiberNumber
148    L striatal inferior frontal cotex
Name: LongFiberName, dtype: object",Fiber Atlas,148,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_148_mni.nii.gz
dmri_dtild_fiberat_ifsfcrh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract right inferior frontal superior frontal cortex,"FiberNumber
149    R inferior frontal superior frontal cortex
Name: LongFiberName, dtype: object",Fiber Atlas,149,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_149_mni.nii.gz
dmri_dtild_fiberat_ifsfclh,dti,abcd_dti_p101,Average longitudinal diffusion coefficient within DTI atlas tract left inferior frontal superior frontal cortex,"FiberNumber
150    L inferior frontal superior frontal cortex
Name: LongFiberName, dtype: object",Fiber Atlas,150,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_150_mni.nii.gz
dmri_dtitd_fiberat_fxrh,dti,abcd_dti_p101,Average transverse diffusion coefficient within DTI atlas tract right fornix,"FiberNumber
101    R fornix
Name: LongFiberName, dtype: object",Fiber Atlas,101,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_101_mni.nii.gz
dmri_dtitd_fiberat_fxlh,dti,abcd_dti_p101,Average transverse diffusion coefficient within DTI atlas tract left fornix,"FiberNumber
102    L fornix
Name: LongFiberName, dtype: object",Fiber Atlas,102,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_102_mni.nii.gz
dmri_dtitd_fiberat_cgcrh,dti,abcd_dti_p101,Average transverse diffusion coefficient within DTI atlas tract right cingulate cingulum,"FiberNumber
103    R cingulum (cingulate)
Name: LongFiberName, dtype: object",Fiber Atlas,103,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_103_mni.nii.gz
dmri_dtitd_fiberat_cgclh,dti,abcd_dti_p101,Average transverse diffusion coefficient within DTI atlas tract left cingulate cingulum,"FiberNumber
104    L cingulum (cingulate)
Name: LongFiberName, dtype: object",Fiber Atlas,104,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_104_mni.nii.gz
dmri_dtitd_fiberat_cghrh,dti,abcd_dti_p101,Average transverse diffusion coefficient within DTI atlas tract right parahippocampal cingulum,"FiberNumber
105    R cingulum (parahippocampal)
Name: LongFiberName, dtype: object",Fiber Atlas,105,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_105_mni.nii.gz
dmri_dtitd_fiberat_cghlh,dti,abcd_dti_p101,Average transverse diffusion coefficient within DTI atlas tract left parahippocampal cingulum,"FiberNumber
106    L cingulum (parahippocampal)
Name: LongFiberName, dtype: object",Fiber Atlas,106,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_106_mni.nii.gz
dmri_dtitd_fiberat_cstrh,dti,abcd_dti_p101,Average transverse diffusion coefficient within DTI atlas tract right corticospinal/pyramidal,"FiberNumber
107    R corticospinal tract or pyramidal tract
Name: LongFiberName, dtype: object",Fiber Atlas,107,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_107_mni.nii.gz
dmri_dtitd_fiberat_cstlh,dti,abcd_dti_p101,Average transverse diffusion coefficient within DTI atlas tract left corticospinal/pyramidal,"FiberNumber
108    L corticospinal tract or pyramidal tract
Name: LongFiberName, dtype: object",Fiber Atlas,108,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_108_mni.nii.gz
dmri_dtitd_fiberat_atrrh,dti,abcd_dti_p101,Average transverse diffusion coefficient within DTI atlas tract right anterior thalamic radiations,"FiberNumber
109    R anterior thalamic radiations
Name: LongFiberName, dtype: object",Fiber Atlas,109,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_109_mni.nii.gz
dmri_dtitd_fiberat_atrlh,dti,abcd_dti_p101,Average transverse diffusion coefficient within DTI atlas tract left anterior thalamic radiations,"FiberNumber
110    L anterior thalamic radiations
Name: LongFiberName, dtype: object",Fiber Atlas,110,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_110_mni.nii.gz
dmri_dtitd_fiberat_uncrh,dti,abcd_dti_p101,Average transverse diffusion coefficient within DTI atlas tract right uncinate,"FiberNumber
115    R uncinate fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,115,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_115_mni.nii.gz
dmri_dtitd_fiberat_unclh,dti,abcd_dti_p101,Average transverse diffusion coefficient within DTI atlas tract left uncinate,"FiberNumber
116    L uncinate fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,116,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_116_mni.nii.gz
dmri_dtitd_fiberat_ilfrh,dti,abcd_dti_p101,Average transverse diffusion coefficient within DTI atlas tract right inferior longitudinal fasiculus,"FiberNumber
117    R inferior longitudinal fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,117,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_117_mni.nii.gz
dmri_dtitd_fiberat_ilflh,dti,abcd_dti_p101,Average transverse diffusion coefficient within DTI atlas tract left inferior longitudinal fasiculus,"FiberNumber
118    L inferior longitudinal fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,118,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_118_mni.nii.gz
dmri_dtitd_fiberat_iforh,dti,abcd_dti_p101,Average transverse diffusion coefficient within DTI atlas tract right inferior-fronto-occipital fasiculus,"FiberNumber
119    R inferior fronto-occipital fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,119,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_119_mni.nii.gz
dmri_dtitd_fiberat_ifolh,dti,abcd_dti_p101,Average transverse diffusion coefficient within DTI atlas tract left inferior-fronto-occipital fasiculus,"FiberNumber
120    L inferior fronto-occipital fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,120,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_120_mni.nii.gz
dmri_dtitd_fiberat_fmaj,dti,abcd_dti_p101,Average transverse diffusion coefficient within DTI atlas tract foreceps major,,Fiber Atlas,,
dmri_dtitd_fiberat_fmin,dti,abcd_dti_p101,Average transverse diffusion coefficient within DTI atlas tract foreceps minor,,Fiber Atlas,,
dmri_dtitd_fiberat_cc,dti,abcd_dti_p101,Average transverse diffusion coefficient within DTI atlas tract corpus callosum,,Fiber Atlas,,
dmri_dtitd_fiberat_slfrh,dti,abcd_dti_p101,Average transverse diffusion coefficient within DTI atlas tract right superior longitudinal fasiculus,"FiberNumber
133    R superior longitudinal fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,133,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_133_mni.nii.gz
dmri_dtitd_fiberat_slflh,dti,abcd_dti_p101,Average transverse diffusion coefficient within DTI atlas tract left superior longitudinal fasiculus,"FiberNumber
134    L superior longitudinal fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,134,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_134_mni.nii.gz
dmri_dtitd_fiberat_tslfrh,dti,abcd_dti_p101,Average transverse diffusion coefficient within DTI atlas tract right  temporal superior longitudinal fasiculus,"FiberNumber
135    R temporal superior longitudinal fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,135,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_135_mni.nii.gz
dmri_dtitd_fiberat_tslflh,dti,abcd_dti_p101,Average transverse diffusion coefficient within DTI atlas tract left  temporal superior longitudinal fasiculus,"FiberNumber
136    L temporal superior longitudinal fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,136,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_136_mni.nii.gz
